"","ID","target","site","sample_type","sampling","plant","site2","x","y","y_m","x_m"
"NP14_030","NP14_030","plant","49","root","root","Pinus","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_033","NP14_033","plant","49","root","root","Unidentified","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_035","NP14_035","plant","49","root","root","Pinus","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_036","NP14_036","plant","49","root","root","Pinus","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_037","NP14_037","plant","49","root","root","Pinus","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_038","NP14_038","plant","49","root","root","Pinus","p049",36.52165,138.34957,-132886.056,58902.636
"NP14_042","NP14_042","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_043","NP14_043","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_046","NP14_046","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_047","NP14_047","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_048","NP14_048","plant","50","root","root","Unidentified","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_049","NP14_049","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_050","NP14_050","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_051","NP14_051","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_053","NP14_053","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_054","NP14_054","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_055","NP14_055","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_056","NP14_056","plant","50","root","root","Betula","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_059","NP14_059","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_060","NP14_060","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_061","NP14_061","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_062","NP14_062","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_063","NP14_063","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_064","NP14_064","plant","50","root","root","Pinus","p050",36.52169,138.35006,-132842.1,58906.398
"NP14_065","NP14_065","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_066","NP14_066","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_067","NP14_067","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_068","NP14_068","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_069","NP14_069","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_070","NP14_070","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_071","NP14_071","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_072","NP14_072","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_073","NP14_073","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_074","NP14_074","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_075","NP14_075","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_076","NP14_076","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_077","NP14_077","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_078","NP14_078","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_079","NP14_079","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_080","NP14_080","plant","51","root","root","Betula","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_081","NP14_081","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_083","NP14_083","plant","51","root","root","Prunus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_084","NP14_084","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_086","NP14_086","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_087","NP14_087","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_088","NP14_088","plant","51","root","root","Pinus","p051",36.52174,138.3502,-132829.476,58911.753
"NP14_089","NP14_089","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP14_090","NP14_090","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP14_092","NP14_092","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP14_093","NP14_093","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP14_094","NP14_094","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP14_096","NP14_096","plant","52","root","root","Pinus","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_001","NP15_001","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_002","NP15_002","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_003","NP15_003","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_004","NP15_004","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_005","NP15_005","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_006","NP15_006","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_007","NP15_007","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_008","NP15_008","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_009","NP15_009","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_010","NP15_010","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_011","NP15_011","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_012","NP15_012","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_013","NP15_013","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_014","NP15_014","plant","52","root","root","Acer","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_015","NP15_015","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_016","NP15_016","plant","52","root","root","Betula","p052",36.52182,138.35044,-132807.843,58920.299
"NP15_017","NP15_017","plant","53","root","root","Pinus","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_018","NP15_018","plant","53","root","root","Pinus","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_019","NP15_019","plant","53","root","root","Toxicodendron","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_021","NP15_021","plant","53","root","root","Pinus","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_023","NP15_023","plant","53","root","root","Pinus","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_024","NP15_024","plant","53","root","root","Pinus","p053",36.52175,138.35052,-132800.798,58912.421
"NP15_025","NP15_025","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_026","NP15_026","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_027","NP15_027","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_028","NP15_028","plant","54","root","root","Toxicodendron","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_029","NP15_029","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_030","NP15_030","plant","54","root","root","Pinus","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_031","NP15_031","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_032","NP15_032","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_033","NP15_033","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_034","NP15_034","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_035","NP15_035","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_036","NP15_036","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_038","NP15_038","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_039","NP15_039","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_040","NP15_040","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_041","NP15_041","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_042","NP15_042","plant","54","root","root","Prunus","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_043","NP15_043","plant","54","root","root","Pinus","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_044","NP15_044","plant","54","root","root","Glycine","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_045","NP15_045","plant","54","root","root","Pinus","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_046","NP15_046","plant","54","root","root","Betula","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_048","NP15_048","plant","54","root","root","Unidentified","p054",36.52166,138.35058,-132795.577,58902.351
"NP15_049","NP15_049","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_050","NP15_050","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_051","NP15_051","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_052","NP15_052","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_053","NP15_053","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_054","NP15_054","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_056","NP15_056","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_058","NP15_058","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_059","NP15_059","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_060","NP15_060","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_061","NP15_061","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_062","NP15_062","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_063","NP15_063","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_064","NP15_064","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_065","NP15_065","plant","55","root","root","Quercus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_066","NP15_066","plant","55","root","root","Unidentified","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_067","NP15_067","plant","55","root","root","Larix","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_068","NP15_068","plant","55","root","root","Pinus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_070","NP15_070","plant","55","root","root","Quercus","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_071","NP15_071","plant","55","root","root","Unidentified","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_072","NP15_072","plant","55","root","root","Unidentified","p055",36.52175,138.35069,-132785.571,58912.187
"NP15_073","NP15_073","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_074","NP15_074","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_075","NP15_075","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_077","NP15_077","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_078","NP15_078","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_079","NP15_079","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_080","NP15_080","plant","56","root","root","Pinus","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_081","NP15_081","plant","56","root","root","Acer","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_082","NP15_082","plant","56","root","root","Unidentified","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_083","NP15_083","plant","56","root","root","Acer","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_084","NP15_084","plant","56","root","root","Toxicodendron","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_085","NP15_085","plant","56","root","root","Betula","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_086","NP15_086","plant","56","root","root","Unidentified","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_087","NP15_087","plant","56","root","root","Acer","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_088","NP15_088","plant","56","root","root","Acer","p056",36.5223,138.35007,-132840.162,58974.075
"NP15_090","NP15_090","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP15_091","NP15_091","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP15_092","NP15_092","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP15_094","NP15_094","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP15_095","NP15_095","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP15_096","NP15_096","plant","57","root","root","Betula","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_002","NP16_002","plant","57","root","root","Acer","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_004","NP16_004","plant","57","root","root","Pinus","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_005","NP16_005","plant","57","root","root","Pinus","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_007","NP16_007","plant","57","root","root","Pinus","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_008","NP16_008","plant","57","root","root","Pinus","p057",36.52227,138.35024,-132824.987,58970.511
"NP16_009","NP16_009","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_010","NP16_010","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_011","NP16_011","plant","58","root","root","Malus","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_012","NP16_012","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_013","NP16_013","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_014","NP16_014","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
"NP16_015","NP16_015","plant","58","root","root","Acer","p058",36.5222,138.35037,-132813.463,58962.564
