"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Guild"
"X_02775","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","nodulocystis","Unassigned"
"X_02808","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Unidentified","Unassigned"
"X_02809","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon","confluens","EcMF"
"X_02849","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","terrestris","EcMF"
"X_02865","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02874","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Odontia","Unidentified","Unassigned"
"X_02879","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Tremellodendron","Unidentified","EcMF"
"X_02883","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Unidentified","EcMF"
"X_02897","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","echinula","Other_RAF"
"X_02910","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_02928","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02937","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_02938","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Unidentified","EcMF"
"X_02962","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Robillarda","sessilis","Unassigned"
"X_02972","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_02976","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","coerulea","EcMF"
"X_02977","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone","Unidentified","Endophyte"
"X_02979","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Mytilinidion","Unidentified","Unassigned"
"X_02986","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Amplistromataceae","Amplistromataceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_02989","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03011","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03012","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","radicis","Endophyte"
"X_03024","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03032","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","helvola","Unassigned"
"X_03044","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Unidentified","Endophyte"
"X_03054","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","muscicola","EcMF"
"X_03065","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03069","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Hemileucoglossum","Unidentified","Unassigned"
"X_03072","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Unidentified","EcMF"
"X_03077","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis","Unidentified","Unassigned"
"X_03099","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Unidentified","Unidentified","Unidentified"
"X_03119","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Alatospora","Unidentified","Unassigned"
"X_03123","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","amblyospora","EcMF"
"X_03127","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hebelomataceae","Hebelomataceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03133","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Dothideomycetes_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03139","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","amerosporus","Nematophagous"
"X_03146","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Glutinomyces","Unidentified","Endophyte"
"X_03153","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Unidentified","Unidentified","Unidentified"
"X_03156","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","flavidum","Unassigned"
"X_03175","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03187","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03191","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03200","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03214","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","lapida","EcMF"
"X_03217","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Unidentified","Mycoparasite"
"X_03230","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","othini","EcMF"
"X_03250","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unidentified","Unidentified","Unidentified"
"X_03252","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis","Unidentified","Unassigned"
"X_03267","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","rarus","EcMF"
"X_03282","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","augusta","EcMF"
"X_03285","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","alboumbonatum","Unassigned"
"X_03287","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03290","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","coerulea","EcMF"
"X_03291","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","griseocyaneum","Unassigned"
"X_03346","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inosperma","acutofulvum","Unassigned"
"X_03361","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis","Unidentified","Unassigned"
"X_03363","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Unidentified","Other_RAF"
"X_03371","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Unidentified","EcMF"
"X_03373","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03397","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","helvola","Unassigned"
"X_03401","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03404","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Unidentified","Unassigned"
"X_03423","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Porotheleaceae","Porotheleaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03432","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03451","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","xishuangbannaensis","Pathogen"
"X_03463","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03473","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","hunanense","Mycoparasite"
"X_03483","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03484","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","dissimulans","EcMF"
"X_03497","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03498","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Unidentified","EcMF"
"X_03523","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03539","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Odontia","Unidentified","Unassigned"
"X_03546","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03551","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","opportunistica","Endophyte"
"X_03553","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Inocephalus","murrayi","Unassigned"
"X_03555","Viridiplantae","Anthophyta","Eudicotyledonae","Apiales","Araliaceae","Chengiopanax","fargesii","Unassigned"
"X_03557","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03577","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03581","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03588","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","cinerea","EcMF"
"X_03594","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","valgus","EcMF"
"X_03596","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03608","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Unidentified","EcMF"
"X_03619","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Cryptosporiopsis","Unidentified","Unassigned"
"X_03627","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomus","fennicus","EcMF"
"X_03651","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","penicillioides","Unassigned"
"X_03653","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","EcMF"
"X_03677","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","subumbrinum","Unassigned"
"X_03684","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Unidentified","Unidentified","Unidentified"
"X_03686","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03717","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_03718","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03730","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolales_fam_Incertae_sedis","Sporidiobolales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03753","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Unidentified","Unassigned"
"X_03757","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03774","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03788","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unidentified","Unassigned"
"X_03790","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_03795","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unidentified","Unassigned"
"X_03796","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","hysginus","EcMF"
"X_03800","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Unidentified","Unidentified","Unidentified"
"X_03820","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","tristis","EcMF"
"X_03823","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","sphagnophila","EcMF"
"X_03831","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Trechisporales_fam_Incertae_sedis","Trechisporales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03835","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03843","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03846","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Unidentified","EcMF"
"X_03850","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Unidentified","EcMF"
"X_03853","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Xenasmatella","Unidentified","Unassigned"
"X_03855","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Dothideomycetes_gen_Incertae_sedis","Unidentified","Unidentified"
"X_03860","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletellus","chrysenteroides","EcMF"
"X_03876","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Gloiothele","citrina","Unassigned"
"X_03881","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03893","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","badia","EcMF"
"X_03899","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unidentified","EcMF"
"X_03929","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Helvellosebacina","Unidentified","EcMF"
"X_03930","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Endogone","Unidentified","Endophyte"
"X_03932","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeria","Unidentified","Unassigned"
"X_03950","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03960","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_03974","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unidentified","EcMF"
"X_03976","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","violaceus","EcMF"
"X_03978","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","vermicularioides","Unassigned"
"X_03993","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Unidentified","EcMF"
"X_03998","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","lutescens","EcMF"
"X_04019","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unidentified","Unassigned"
"X_04027","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hypocreales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_04033","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","gilvus","Unassigned"
"X_04039","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","boreocarelica","EcMF"
"X_04049","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_04066","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Gorgomyces","Unidentified","Unassigned"
"X_04069","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_04085","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","candida","EcMF"
"X_04091","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Unidentified","EcMF"
"X_04093","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","subrigescens","Unassigned"
"X_04095","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_04128","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Sidera","vulgaris","Unassigned"
"X_04132","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","galzinii","EcMF"
"X_04139","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","sinopuberulum","EcMF"
"X_04161","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Prunus","grayana","Unassigned"
"X_04170","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Dendrochytridium","crassum","Unassigned"
"X_04179","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Unidentified","Unassigned"
"X_04187","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis","Endogonales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_04193","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","palmata","EcMF"
